Dataset,RMSE,MAE,R2
Train,0.0021958762300057226,0.001491947580309627,0.8994889424899097
Validation,0.004007981515814328,0.0020340831273133,0.7212957465497878
Test,0.0015841104110335452,0.0012275978547044333,0.79453936072286
