Dataset,RMSE,MAE,R2
Train,0.0023153175944674474,0.0015062754223487602,0.8882946536439545
Validation,0.004049116877061972,0.002111011534805754,0.7160877899706982
Test,0.001605332897878888,0.0012511558677251585,0.7889551134403759
