Dataset,RMSE,MAE,R2
Train,0.00044744887960706213,0.0003284375594091425,0.8736711360383702
Validation,0.0001862227253359999,0.00014760415447256532,0.7253902165845546
Test,0.0001553303862714812,0.00012336834575674588,0.6768144331653435
