Dataset,RMSE,MAE,R2
Train,0.0025385509934332364,0.0016239542850798386,0.8657647220111928
Validation,0.0043110601394420744,0.0023576427265148124,0.678719927928504
Test,0.0018685296094791506,0.0014648175512245493,0.7124101515738359
