Dataset,RMSE,MAE,R2
Train,0.0005698590105306308,0.00042788456344040144,0.8098489213586977
Validation,0.00019595301448485273,0.00015578602239499484,0.6954598907491962
Test,0.00016000665254937462,0.00012843755001663593,0.6575113093591225
