Dataset,RMSE,MAE,R2
Train,0.0022540785746887853,0.001513646183793909,0.8940901754463149
Validation,0.0043631540688722405,0.002138815420055766,0.669715009889878
Test,0.0014938098382191074,0.001153927080315574,0.8173587838892684
