Dataset,RMSE,MAE,R2
Train,0.0003133435215911918,0.00023798052361377375,0.9380030855500149
Validation,0.00018926002225676437,0.0001501608314512972,0.7169258320878233
Test,0.00016004039244932677,0.00012724154328339638,0.6565689833392062
