Dataset,RMSE,MAE,R2
Train,0.001939516599426219,0.0011421253270443568,0.9126830157352253
Validation,0.0017932048058022152,0.0013897514321913,0.8909396198004613
Test,0.0024076833259731147,0.0015734280723762903,0.8737904173511295
