Dataset,RMSE,MAE,R2
Train,0.0005001961983870234,0.00036545825922599075,0.8419497561649967
Validation,0.0001921647773553436,0.00015352501986727534,0.7081658330047309
Test,0.0001538251716229402,0.00012257320401988923,0.6829364012723971
