Dataset,RMSE,MAE,R2
Train,0.0025278864028378816,0.001462906581726026,0.8512373925582404
Validation,0.0021906433024267086,0.001676236468315668,0.8325290548622608
Test,0.0029706680806012133,0.001959409637176217,0.8084850523473948
