Dataset,RMSE,MAE,R2
Train,0.003982537514073719,0.002969819311896081,0.6694978477867324
Validation,0.00480888793928833,0.003370878616048035,0.5995118524316506
Test,0.003309410055678414,0.0026575082587310733,0.10307765873020196
