Dataset,RMSE,MAE,R2
Train,0.0005328929179588169,0.0003986171875620628,0.8280368081052154
Validation,0.00018349482315283003,0.00014516504977893008,0.7329437295712765
Test,0.00015285885258896676,0.00012231358592050838,0.687389859954709
