Dataset,RMSE,MAE,R2
Train,0.0031496117773843675,0.0018187536058177603,0.7696513254459129
Validation,0.002598250669632387,0.0018618083528140236,0.7711541902383006
Test,0.003395875752240462,0.002162558546548979,0.7489289808683134
