Dataset,RMSE,MAE,R2
Train,0.0003283244838039182,0.00024929362545683665,0.9319339986823577
Validation,0.00019611990183760738,0.00015411755392596768,0.6960286335729886
Test,0.0001709752385784309,0.00013834544429507377,0.6081523948836842
