Dataset,RMSE,MAE,R2
Train,0.0019494680260641584,0.0013020599393457014,0.9207808573021709
Validation,0.0033559741109256028,0.0017997928779261915,0.8045962275972173
Test,0.0014120388361250496,0.001077484629324544,0.8366845723697581
