Dataset,RMSE,MAE,R2
Train,0.002322258944173048,0.0014585856354444526,0.8876652613333046
Validation,0.004135356564818385,0.0022405982910652586,0.7043731271595385
Test,0.0018441638051822377,0.0014285590474636802,0.7197688318946917
