Dataset,RMSE,MAE,R2
Train,0.0003035175455068176,0.00023037605472780434,0.941957472400501
Validation,0.00016400112062625783,0.00012742577309622782,0.7866644579867512
Test,0.00013192927201113424,0.00010334992827845018,0.7671151852253372
