Dataset,RMSE,MAE,R2
Train,0.0020880822283009196,0.0013840293077324122,0.9091146661418772
Validation,0.003947773334056272,0.0020159120163648183,0.7296057044348799
Test,0.0014843489369382834,0.0011413972635512858,0.8196324191196981
