Dataset,RMSE,MAE,R2
Train,0.0029332200994723148,0.001759449264698289,0.8205695136584816
Validation,0.004379893147914303,0.0024343205365789863,0.6689701904120366
Test,0.0019890661734353046,0.0015660617613073486,0.6723136090971078
