Dataset,RMSE,MAE,R2
Train,0.000224800689305592,0.0001674160510134093,0.9679682366210272
Validation,0.0001714518664916557,0.00013321232519644116,0.7672305439008771
Test,0.00014015657357276318,0.00011039852318846291,0.7367529749034439
