Dataset,RMSE,MAE,R2
Train,0.00042882964111445,0.000312040543081359,0.8841264604954585
Validation,0.00016928188768791227,0.00013333978237485452,0.7727119238759964
Test,0.00014089614455610965,0.00011155498459436708,0.7344322265015282
