Dataset,RMSE,MAE,R2
Train,0.0017020812337247874,0.0010179498741475577,0.9394529822377973
Validation,0.003564433406079135,0.0017521364316986031,0.7795692736321589
Test,0.0012972096454473606,0.0009695123571154818,0.8621874506911181
