Dataset,RMSE,MAE,R2
Train,0.0003218870734487931,0.0002449812596236603,0.9356970046000977
Validation,0.00017666166535078978,0.00013743359561769816,0.7524621492620037
Test,0.00014991047613557065,0.00011897978648193257,0.6993263673587595
