Dataset,RMSE,MAE,R2
Train,0.0027714524369317,0.0016787015808535709,0.8398127035122736
Validation,0.00409570741310941,0.002347211916826279,0.7105161151469044
Test,0.0020074184271613093,0.0015835794392022521,0.6664228695470342
