Dataset,RMSE,MAE,R2
Train,0.0002688584257729922,0.0002029095768642069,0.9542861270566533
Validation,0.00016012486481463582,0.00012407620468313755,0.7966248127953428
Test,0.00013210894010691745,0.00010403005013792919,0.7664821122085388
