Dataset,RMSE,MAE,R2
Train,0.0023304953385237526,0.0013831312524514071,0.8735737055179144
Validation,0.0021068040687798485,0.0016064153222537345,0.8452553714359258
Test,0.002720393422559356,0.0017935341267029052,0.8393959665206813
