Dataset,RMSE,MAE,R2
Train,0.0006308701449271652,0.00046586383559763954,0.7669407212244811
Validation,0.000193357259130961,0.00015317178423685632,0.7034603919325565
Test,0.00015821731537110683,0.00012524747832764894,0.6651102184893734
