Dataset,RMSE,MAE,R2
Train,0.002516283025139522,0.0015615268715858785,0.8681091893071441
Validation,0.00394926170577885,0.0021537369342777084,0.7303817964027421
Test,0.001760399507285275,0.0013839424724833502,0.7446763615566832
