Dataset,RMSE,MAE,R2
Train,0.000439740261829293,0.00032251746614210883,0.8779817424663268
Validation,0.00017713659507325464,0.00013998102295803628,0.751538165362715
Test,0.00014396114024281203,0.00011356771548321446,0.7223663961303722
