Dataset,RMSE,MAE,R2
Train,0.0021921246153474476,0.001432962217012012,0.8998666594875872
Validation,0.004131573376773228,0.0021934446636777878,0.7044106251542364
Test,0.001646925928954115,0.0012769033490592926,0.7778147485426847
