Dataset,RMSE,MAE,R2
Train,0.0018686956001406308,0.0008954769066452414,0.9187594202145565
Validation,0.001509460835673261,0.0011927403714914876,0.9205922013275112
Test,0.0022472900047636308,0.0013612565123711693,0.8903999968578258
