Dataset,RMSE,MAE,R2
Train,0.0032721131813737447,0.0019171339185185072,0.7509796869710303
Validation,0.0027681333083209594,0.0019907042755098986,0.7364355332445353
Test,0.003570368621542359,0.0023163984021401115,0.7229114573435549
