Dataset,RMSE,MAE,R2
Train,0.0026358439815582736,0.0015606511273517166,0.8389181058053682
Validation,0.0024546088170911084,0.0018150903395305403,0.7988018169604624
Test,0.0033099336541214364,0.0021249775105447615,0.7610850276188841
