Dataset,RMSE,MAE,R2
Train,0.002284737413839273,0.0013771984332690257,0.8789708534004301
Validation,0.002121570472883508,0.0015985945275079905,0.8497039029189333
Test,0.0029786195616759055,0.0019141911637235818,0.8065205964251264
