Dataset,RMSE,MAE,R2
Train,0.0034420922682224814,0.0024571143152432406,0.7531999896416744
Validation,0.004382791822108625,0.0028923560419397867,0.667922134589669
Test,0.0027023933190855557,0.00215853255410325,0.3997154581557407
