Dataset,RMSE,MAE,R2
Train,0.0028873835332979434,0.0016813996998071817,0.8064829273389463
Validation,0.0026226575018695195,0.001876795891210337,0.7664510766089822
Test,0.003625703982267177,0.002275843949553714,0.7137940075054351
