Dataset,RMSE,MAE,R2
Train,0.0004561666525098889,0.00033590085669337724,0.8685962883815481
Validation,0.00020305551794194457,0.00016063868496865873,0.6741529353195543
Test,0.0001663819282318528,0.00013166792918422733,0.6288680769057957
