Dataset,RMSE,MAE,R2
Train,0.0023920518070387744,0.0013694855567087999,0.880673233359173
Validation,0.004143702843568059,0.002264857709859538,0.7036939157242383
Test,0.0019487110723183957,0.001525585663475325,0.6851710458603523
