Dataset,RMSE,MAE,R2
Train,0.00030250529759128013,0.00021981370405295148,0.9423873635152866
Validation,0.0001313936976835815,9.945833328226441e-05,0.8630462096597593
Test,0.00010806252092003238,8.269352585585661e-05,0.8434799347413364
