Dataset,RMSE,MAE,R2
Train,0.0005945684650426957,0.0004163314906353881,0.7769012255738722
Validation,0.00020426952547286664,0.00016169507764465354,0.6695714516965247
Test,0.00016970658897229836,0.00013473012288267534,0.6145147394909242
