Dataset,RMSE,MAE,R2
Train,0.00044276293945357063,0.00032204059861409633,0.8764735903222582
Validation,0.0001767031718830623,0.00013753597001549858,0.7523355882573277
Test,0.00014616208480246938,0.00011553764914037652,0.7141862713736513
